"ID","CategoryID","Title","Authors","ISBN","URL"
"20538","11","Космос. Agile-ежедневник для личного развития","Катерина Ленгольд","","https://www.mann-ivanov-ferber.ru/books/kosmos-agile-krasniy/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20666","28","Малыш Робот","Бен Хатке","","https://www.mann-ivanov-ferber.ru/books/malyish-robot/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20811","14","Музей живых насекомых","Франсуа Лассер","","https://www.mann-ivanov-ferber.ru/books/muzej-zhivyix-nasekomyix/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20195","12","Имаджинариум, или Что стоит за кадром","Клэр Розен","","https://www.mann-ivanov-ferber.ru/books/imadzhinarium-ili-chto-stoit-za-kadrom/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20256","12","Цветочные рецепты","Альтея Гарамполис, Джилл Ризо","","https://www.mann-ivanov-ferber.ru/books/czvetochnyie-reczeptyi/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20629","12","Создайте личный бренд","Юрген Саленбахер","","https://www.mann-ivanov-ferber.ru/books/sozdajte-lichnyij-brend/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20207","9","От разработчика до руководителя","Камиль Фурнье","","https://www.mann-ivanov-ferber.ru/books/ot-razrabotchika-do-rukovoditelya/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20221","11","Реальность под вопросом","Джейн Макгонигал","","https://www.mann-ivanov-ferber.ru/books/realnost-pod-voprosom/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20864","14","Невозможное возможно. Рисуй по точкам","Элизабет Голдинг","","https://www.mann-ivanov-ferber.ru/books/nevozmozhnoe-vozmozhno/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20068","11","Правильный выбор","Джон Хэммонд, Ральф Кини, Говард Райффа","","https://www.mann-ivanov-ferber.ru/books/pravilnyij-vyibor/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20625","14","Мама, что это?","Северин Кордье, Синтия Тьери","","https://www.mann-ivanov-ferber.ru/books/mama-chto-eto-slovar-v-kartinkax/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"19998","11","Дневник как путь к себе","Кэтлин Адамс","","https://www.mann-ivanov-ferber.ru/books/dnevnik-kak-put-k-sebe/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20157","1","В команде с врагом","Адам Кахане","","https://www.mann-ivanov-ferber.ru/books/v-komande-s-vragom/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"19221","21","Путешествия во времени","Джеймс Глик","","https://www.mann-ivanov-ferber.ru/books/puteshestviya-vo-vremeni/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20612","14","Энигмы","Виктор Эскандель","","https://www.mann-ivanov-ferber.ru/books/enigmyi/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20616","28","Саша и Томкруз","Анаис Галард, Бастьен Киньон","","https://www.mann-ivanov-ferber.ru/books/sasha-i-tomkruz/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"18875","12","Рисуй, чтобы победить","Дэн Роэм","","https://www.mann-ivanov-ferber.ru/books/risuj/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"19478","9","Путь скрам-мастера","Зузана Шохова","","https://www.mann-ivanov-ferber.ru/books/put-skram-mastera/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"19330","9","Основы проектного менеджмента","Джозеф Хигни","","https://www.mann-ivanov-ferber.ru/books/osnovyi-proektnogo-menedzhmenta/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20188","11","Выйди из зоны комфорта. Рабочая тетрадь","Брайан Трейси","","https://www.mann-ivanov-ferber.ru/books/vyijdi-iz-zonyi-komforta/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20515","28","Светлячки","Лорена Альварес","","https://www.mann-ivanov-ferber.ru/books/svetlyachki/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20194","12","Акварельные портреты цветов","Билли Шоуэлл","","https://www.mann-ivanov-ferber.ru/books/akvarelnyie-portretyi-czvetov/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20518","28","Фиби и единорог","Дана Симпсон","","https://www.mann-ivanov-ferber.ru/books/fibi-i-edinorog-tom-1/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20004","11","Победи свой страх","Мэнди Холгейт","","https://www.mann-ivanov-ferber.ru/books/pobedi-svoj-strax/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20148","1","Квест для творческого человека","Стефан Бухер","","https://www.mann-ivanov-ferber.ru/books/kvest-dlya-tvorcheskogo-cheloveka/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20607","14","Фигуры в математике, физике и природе","Кэтрин Шелдрик-Росс, Билл Славин","","https://www.mann-ivanov-ferber.ru/books/figuryi-v-matematike-fizike-i-prirode/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20615","14","Принц и Свинтус","Питер Бентли, Дэвид Робертс","","https://www.mann-ivanov-ferber.ru/books/princz-i-svintus/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"19484","11","Осмысление","Кристиан Мадсбьерг","","https://www.mann-ivanov-ferber.ru/books/osmyislenie/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"19846","12","Ботаническая иллюстрация цветными карандашами","Энн Свон","","https://www.mann-ivanov-ferber.ru/books/botanicheskaya-illyustracziya-czvetnyimi-karandashami/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"19831","9","Поколение Z на работе","Дэвид Стиллман","","https://www.mann-ivanov-ferber.ru/books/pokolenie-z-na-rabote/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20177","11","Никогда-нибудь","Елена Резанова","","https://www.mann-ivanov-ferber.ru/books/nikogda-nibud/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
